#{"t_start": 1777453782.6772127, "env_id": "Reacher-v5"}
r,l,t
-57.395291,50,154.655722
-54.731315,50,154.811477
-57.805129,50,154.978888
-51.300254,50,155.155468
-62.144182,50,155.308245
-53.989494,50,155.465196
-60.639449,50,155.62452
-59.966162,50,155.782034
-52.604811,50,155.937183
-53.248479,50,156.099231
-48.394927,50,156.256491
-57.609075,50,156.408437
-56.467938,50,156.56
-54.924113,50,156.725706
-48.948117,50,156.875079
-48.413009,50,157.043068
-50.637941,50,157.22003
-52.435653,50,157.372206
-50.588039,50,157.540315
-57.06083,50,157.704172
-55.028189,50,157.861684
-57.764311,50,158.030215
-54.411765,50,158.188667
-50.826113,50,158.341947
-47.681835,50,158.4945
-55.421965,50,158.666778
-57.464452,50,158.826234
-45.750176,50,158.979715
-53.674177,50,159.144711
-58.138947,50,159.320568
-45.902254,50,159.480584
-55.696961,50,159.639834
-60.278424,50,168.642673
-48.646588,50,168.810407
-51.448313,50,168.983864
-53.166483,50,169.142712
-58.62944,50,169.310063
-45.254044,50,169.469016
-57.053073,50,169.622936
-54.154287,50,169.809851
-45.89357,50,169.996499
-51.444162,50,170.169787
-51.042019,50,170.321746
-52.386199,50,170.49796
-57.042072,50,170.665326
-53.379042,50,170.816727
-56.033188,50,170.97352
-52.700257,50,171.127391
-58.28381,50,171.281027
-53.206298,50,171.434582
-46.791696,50,171.60118
-55.15458,50,171.761719
-57.796734,50,171.921261
-53.29819,50,172.093217
-45.839981,50,172.256188
-57.736703,50,172.418985
-54.121631,50,172.582506
-58.36447,50,172.743898
-60.55052,50,172.897764
-43.750811,50,173.060487
-57.043049,50,173.212996
-52.802164,50,173.364679
-57.143044,50,173.52333
-54.680983,50,173.686114
-49.586683,50,173.839211
-50.231803,50,173.996838
-53.692633,50,174.164953
-50.117137,50,174.328413
-51.804911,50,174.483418
-45.465131,50,174.648223
-59.145225,50,174.810109
-50.239342,50,174.986593
-60.962336,50,175.154494
-55.584876,50,184.249572
-42.772552,50,184.437601
-51.291617,50,184.61178
-52.377041,50,184.818867
-63.130081,50,185.025419
-52.073383,50,185.213444
-52.539667,50,185.394944
-43.458129,50,185.593146
-54.206824,50,185.795798
-43.060509,50,185.995031
-49.145583,50,186.171534
-51.833144,50,186.336856
-58.545423,50,186.493305
-50.905795,50,186.658648
-47.963464,50,186.830796
-55.392392,50,186.989071
-46.895115,50,187.168758
-56.437324,50,187.354126
-51.341073,50,187.531443
-53.616699,50,187.731167
-49.010717,50,187.93942
-55.030751,50,188.098337
-55.420828,50,188.250108
-51.119667,50,188.410588
-59.056374,50,188.565212
-51.589489,50,188.731885
-45.307632,50,188.88891
-42.192226,50,189.053102
-54.092506,50,189.223233
-45.196939,50,189.378339
-44.627582,50,189.542374
-48.489167,50,189.706524
-46.790693,50,189.870299
-55.094937,50,190.027895
-59.348573,50,190.186292
-61.886016,50,190.339348
-53.564043,50,190.519817
-52.441574,50,190.683197
-48.787399,50,190.843879
-44.837802,50,191.003354
-56.522728,50,191.183337
-49.681964,50,199.853528
-44.340708,50,200.017596
-47.494999,50,200.174875
-52.143165,50,200.33029
-48.597947,50,200.481705
-47.985203,50,200.642202
-44.531459,50,200.801034
-47.17191,50,200.955246
-58.604963,50,201.10677
-40.752361,50,201.264723
-47.833354,50,201.418644
-52.049617,50,201.570622
-46.376014,50,201.7563
-54.277503,50,201.924966
-51.786931,50,202.090747
-47.075497,50,202.256711
-53.664845,50,202.407262
-51.570088,50,202.555531
-47.132326,50,202.718839
-41.791583,50,202.875637
-50.764283,50,203.03444
-41.99283,50,203.197168
-45.76643,50,203.351805
-46.047924,50,203.505116
-51.387585,50,203.656789
-50.743843,50,203.827726
-47.243157,50,204.001455
-46.999584,50,204.168708
-53.835168,50,204.325039
-41.092763,50,204.481946
-53.277648,50,204.63643
-51.288556,50,204.799308
-64.316326,50,204.954944
-47.806295,50,205.110049
-46.405458,50,205.270141
-53.644104,50,205.422812
-55.765039,50,205.574895
-49.002818,50,205.738164
-52.546646,50,205.890303
-53.30991,50,206.058749
-50.599484,50,206.226842
-51.480591,50,215.510355
-49.361755,50,215.69277
-40.569606,50,215.858668
-43.023355,50,216.023725
-45.332525,50,216.186194
-48.29366,50,216.334804
-40.738253,50,216.500195
-53.750393,50,216.658157
-50.214071,50,216.828555
-43.302104,50,217.00833
-52.947214,50,217.159517
-53.395319,50,217.311169
-40.100915,50,217.460835
-46.233074,50,217.621887
-40.335508,50,217.79144
-46.02713,50,217.950886
-54.957435,50,218.116168
-51.799478,50,218.268744
-48.70923,50,218.420629
-43.024462,50,218.580467
-46.992451,50,218.740155
-47.065056,50,218.9095
-47.017152,50,219.089046
-56.366785,50,219.246929
-46.008041,50,219.400167
-37.145156,50,219.553581
-48.126667,50,219.711539
-47.79973,50,219.861914
-55.45383,50,220.019933
-50.572299,50,220.182861
-46.206505,50,220.335857
-44.584292,50,220.483301
-42.478148,50,220.664042
-32.087709,50,220.824742
-42.522077,50,220.992834
-42.796828,50,221.165832
-50.994121,50,221.324463
-54.71775,50,221.476657
-51.44197,50,221.633826
-50.853634,50,221.793512
-48.93811,50,221.944615
-50.13626,50,230.921841
-51.697919,50,231.092321
-49.076549,50,231.267561
-54.386857,50,231.448085
-45.040666,50,231.632254
-50.294555,50,231.820616
-44.320516,50,231.990565
-45.722866,50,232.169995
-49.327777,50,232.343271
-46.381111,50,232.50021
-53.028263,50,232.66183
-50.323877,50,232.846971
-46.786844,50,233.007071
-48.410546,50,233.180223
-40.460437,50,233.341485
-47.312722,50,233.505239
-57.926191,50,233.672348
-44.231782,50,233.859334
-49.493664,50,234.033505
-45.575034,50,234.192154
-47.559989,50,234.342121
-50.654832,50,234.496255
-49.413133,50,234.653581
-35.986082,50,234.830821
-47.895251,50,234.98226
-45.522963,50,235.137926
-48.802139,50,235.296294
-54.063362,50,235.457157
-44.033726,50,235.611092
-46.586615,50,235.772626
-46.593093,50,235.954088
-44.352712,50,236.134358
-51.733085,50,236.293876
-55.35616,50,236.454194
-47.94252,50,236.607991
-56.000475,50,236.768282
-50.072099,50,236.920608
-46.255887,50,237.083919
-47.207141,50,237.249364
-47.855715,50,237.403797
-49.825012,50,237.562801
-60.418016,50,246.976223
-62.209073,50,247.213532
-64.226889,50,247.44403
-64.588763,50,247.668869
-64.07855,50,247.864935
-57.414229,50,248.029806
-64.001319,50,248.200856
-58.05934,50,248.382661
-56.335315,50,248.548973
-57.251528,50,248.723302
-54.784798,50,248.887262
-59.744728,50,249.058546
-64.380616,50,249.222164
-56.635267,50,249.379634
-58.059541,50,249.534795
-51.722532,50,249.705953
-58.850746,50,249.856143
-57.576422,50,250.013052
-64.109609,50,250.164171
-55.912623,50,250.324795
-61.276964,50,250.477549
-60.713704,50,250.630002
-55.53669,50,250.81492
-58.443268,50,250.982135
-56.545412,50,251.153342
-55.011993,50,251.320186
-67.631161,50,251.488206
-56.530357,50,251.655994
-61.553762,50,251.832707
-65.553401,50,251.993347
-55.412271,50,252.152303
-61.935979,50,252.314696
-61.441741,50,252.46941
-62.439052,50,252.628053
-64.484926,50,252.788782
-64.04026,50,252.942825
-55.701681,50,253.113987
-47.459262,50,253.29169
-66.132532,50,253.445898
-65.656195,50,253.603838
-60.483813,50,253.76331
-47.821815,50,263.037424
-48.006087,50,263.196785
-59.252964,50,263.362104
-44.602289,50,263.551712
-52.236216,50,263.75809
-54.997426,50,263.974916
-53.451286,50,264.158623
-58.554845,50,264.336862
-45.552845,50,264.505013
-54.091103,50,264.67056
-52.745894,50,264.824706
-50.996525,50,264.987764
-52.722036,50,265.142548
-53.269244,50,265.292554
-49.00493,50,265.443085
-58.519342,50,265.601432
-54.954656,50,265.76619
-51.62312,50,265.931672
-55.967635,50,266.10166
-52.803314,50,266.255374
-56.170145,50,266.411875
-49.682686,50,266.575694
-50.732549,50,266.737047
-54.209334,50,266.889345
-56.020801,50,267.04879
-51.917348,50,267.203157
-59.788524,50,267.356483
-54.47792,50,267.519977
-60.233621,50,267.682953
-51.121446,50,267.83513
-59.54623,50,268.002575
-48.792251,50,268.174457
-54.471793,50,268.328944
-59.570589,50,268.487063
-47.771248,50,268.649479
-49.580638,50,268.810263
-53.164261,50,268.971733
-59.385967,50,269.136545
-55.350982,50,269.289141
-47.228974,50,269.441979
-50.256509,50,269.605915
-53.465137,50,278.711855
-49.477027,50,278.909679
-55.73262,50,279.083871
-57.656219,50,279.256308
-52.702275,50,279.434233
-49.623026,50,279.609067
-51.629764,50,279.79571
-48.749198,50,279.974402
-54.213822,50,280.142844
-50.029332,50,280.320688
-58.037856,50,280.502294
-60.480472,50,280.67366
-50.937679,50,280.890241
-57.42485,50,281.082068
-51.062383,50,281.250386
-49.954879,50,281.428124
-47.44977,50,281.612502
-51.887413,50,281.800943
-51.804163,50,281.974982
-46.696948,50,282.144595
-45.377801,50,282.314285
-46.480965,50,282.48478
-51.28774,50,282.646842
-51.774619,50,282.816424
-51.834089,50,282.983058
-55.295924,50,283.154438
-52.085245,50,283.307061
-49.714895,50,283.464594
-57.663551,50,283.621403
-58.685427,50,283.786551
-59.254087,50,283.949545
-57.548684,50,284.105311
-50.103434,50,284.259633
-50.846665,50,284.413006
-52.147673,50,284.568578
-59.073371,50,284.732021
-50.781416,50,284.887396
-48.712984,50,285.057712
-52.634003,50,285.227325
-53.928714,50,285.380862
-41.886893,50,285.542866
-54.939651,50,294.396526
-47.166811,50,294.571198
-49.450747,50,294.742833
-53.344185,50,294.896682
-60.964705,50,295.098447
-52.211971,50,295.272091
-56.911488,50,295.428125
-52.359948,50,295.580461
-52.926796,50,295.76186
-47.704524,50,295.923283
-58.609127,50,296.079615
-50.519239,50,296.239495
-53.459529,50,296.391675
-52.430244,50,296.546896
-52.248625,50,296.719548
-52.173125,50,296.891769
-56.914009,50,297.060016
-45.080022,50,297.232068
-48.07172,50,297.386343
-45.176742,50,297.55193
-59.352443,50,297.738752
-58.864188,50,297.91082
-50.582339,50,298.09265
-54.50344,50,298.254582
-55.466247,50,298.423765
-48.415544,50,298.595304
-58.356638,50,298.78141
-48.044802,50,298.934074
-50.993584,50,299.106137
-54.259079,50,299.267922
-58.70553,50,299.424699
-58.956927,50,299.586789
-52.117272,50,299.765393
-48.656399,50,299.957465
-56.927639,50,300.146827
-53.144283,50,300.314345
-49.271039,50,300.476613
-54.625217,50,300.686998
-47.746487,50,300.865545
-50.535347,50,301.014927
-49.708065,50,301.190706
-43.203137,50,310.520501
-47.821554,50,310.728817
-44.414102,50,310.902579
-46.751641,50,311.094091
-38.059654,50,311.251482
-43.959459,50,311.40854
-46.403266,50,311.573783
-47.757584,50,311.771001
-41.701179,50,311.972556
-45.842831,50,312.17189
-46.147306,50,312.345061
-41.750076,50,312.532591
-49.293462,50,312.700022
-37.222206,50,312.886161
-44.991935,50,313.049664
-51.393364,50,313.204234
-49.618731,50,313.36401
-46.037155,50,313.518444
-52.250768,50,313.678364
-50.538574,50,313.842287
-38.602034,50,313.995365
-48.428211,50,314.155589
-48.416546,50,314.310647
