#{"t_start": 1777396576.1034884, "env_id": "None"}
r,l,t
-6.058543,100,102.693737
-7.55408,100,103.029974
-5.908815,100,105.377501
-8.49406,100,105.692619
-9.49333,100,105.994015
-9.374398,100,106.305903
-10.558073,100,106.631132
-8.229529,100,106.95071
-11.063773,100,107.272627
-8.963376,100,107.597596
-7.855708,100,107.924618
-7.273502,100,108.245156
-4.447574,100,108.576453
-2.830131,100,108.900774
-11.141763,100,109.220965
-6.260253,100,109.553431
-5.487458,100,109.887121
-3.815296,100,110.216373
-3.72166,100,110.545861
-7.924994,100,110.890106
-9.953017,100,111.218338
-5.679966,100,111.559043
-6.289796,100,111.900807
-7.833008,100,114.242172
-3.86517,100,114.541814
-7.809177,100,114.844374
-3.11548,100,115.157598
-7.365182,100,115.45674
-3.636893,100,115.781632
-9.5027,100,116.119207
-9.513055,100,116.440195
-10.75588,100,116.763909
-8.532014,100,117.095902
-4.899394,100,117.416385
-11.191774,100,117.751009
-11.243027,100,118.090948
-9.744869,100,118.417327
-7.145952,100,118.743598
-7.596441,100,119.078475
-7.466645,100,119.417791
-9.256053,100,119.763883
-3.051526,100,120.09414
-7.633856,100,120.445605
-5.410582,100,122.779031
-7.511667,100,123.080104
-8.699686,100,123.387701
-9.643318,100,123.687729
-0.878244,100,123.995755
-8.641627,100,124.308222
-3.667124,100,124.631301
-7.538071,100,124.947247
-6.831274,100,125.267437
-9.800253,100,125.591895
-9.382067,100,125.920312
-8.462295,100,126.24276
-8.832809,100,126.574457
-7.314769,100,126.902444
-5.443013,100,127.224015
-8.2512,100,127.562668
-5.579851,100,127.903162
-7.631287,100,128.230732
-8.384431,100,128.572789
-4.304374,100,128.909968
-7.546849,100,129.245149
-8.615515,100,131.587541
-9.730629,100,131.895293
-10.007604,100,132.220468
-4.315425,100,132.520787
-5.872976,100,132.835529
-9.790359,100,133.151723
-4.63072,100,133.470424
-3.555547,100,133.791426
-1.930089,100,134.126256
-4.976691,100,134.453966
-4.22268,100,134.774671
-5.443534,100,135.1128
-9.146859,100,135.443755
-5.25595,100,135.768913
-7.382662,100,136.115767
-4.52215,100,136.453022
-2.755648,100,136.806936
-7.567982,100,137.151194
-5.734003,100,137.484992
-4.835275,100,137.82265
-4.311944,100,140.179574
-6.719372,100,140.486699
-2.902081,100,140.785127
-7.650139,100,141.09195
-8.836582,100,141.409334
-8.96858,100,141.721553
-7.873725,100,142.030875
-2.773789,100,142.359553
-3.645791,100,142.67898
-11.167235,100,142.998674
-7.962648,100,143.326048
-8.814165,100,143.652391
-8.73607,100,143.974743
-8.569117,100,144.305938
-8.156987,100,144.642604
-3.793579,100,144.972579
-6.811668,100,145.296973
-8.078866,100,145.631354
-5.8533,100,145.964688
-10.361419,100,146.301041
-8.588562,100,146.654048
-1.988264,100,148.971648
-7.58489,100,149.27583
-3.216942,100,149.57311
-7.457231,100,149.891161
-8.482926,100,150.203089
-5.108097,100,150.530852
-7.241384,100,150.859683
-5.542798,100,151.176243
-9.341701,100,151.497455
-8.759443,100,151.824916
-4.455688,100,152.146136
-8.414693,100,152.478237
-8.114338,100,152.820234
-4.625859,100,153.150089
-3.356652,100,153.480415
-7.733721,100,153.808002
-3.07773,100,154.156115
-3.844241,100,154.495063
-6.053078,100,154.849204
-5.576715,100,155.193556
-5.036392,100,157.520202
-5.552363,100,157.82033
-5.509035,100,158.140069
-9.135913,100,158.443056
-9.339373,100,158.762566
-6.981966,100,159.065384
-5.252042,100,159.392852
-3.661382,100,159.725995
-8.88031,100,160.051156
-6.617113,100,160.38535
-8.216481,100,160.711064
-6.771571,100,161.041583
-4.713439,100,161.383821
-3.614912,100,161.708323
-9.15764,100,162.038593
-3.830947,100,162.37706
-7.031048,100,162.709988
-4.987928,100,163.049142
-3.251447,100,163.384686
-6.560302,100,163.722981
-3.663968,100,164.063754
-6.988092,100,166.377573
-10.618807,100,166.690504
-9.39523,100,167.001489
-2.199221,100,167.30093
-8.290352,100,167.612189
-10.478346,100,167.926492
-6.453387,100,168.243986
-2.754857,100,168.559654
-9.644642,100,168.895984
-3.646244,100,169.223514
-11.253447,100,169.550146
-10.33181,100,169.885611
-8.730231,100,170.211111
-3.369641,100,170.537243
-5.288135,100,170.882433
-6.416078,100,171.2241
-6.382173,100,171.561664
-3.593716,100,171.902874
-5.067129,100,172.23419
-7.976063,100,172.565834
-3.914057,100,174.907715
-5.990864,100,175.224761
-7.950523,100,175.525088
-5.258498,100,175.826718
-3.025826,100,176.136821
-3.842626,100,176.434757
-10.125832,100,176.751072
-10.315183,100,177.077089
-2.97143,100,177.406867
-9.187302,100,177.726699
-6.304917,100,178.050706
-4.29393,100,178.382397
-9.18137,100,178.706038
-7.715342,100,179.034952
-3.965672,100,179.387745
-7.764936,100,179.719195
-5.49026,100,180.054391
-7.017302,100,180.392812
-11.108056,100,180.722193
-5.862829,100,181.055094
-10.63327,100,181.409412
-9.27522,100,183.753426
-10.088678,100,184.056546
-3.66107,100,184.353843
-6.193381,100,184.67355
-4.746063,100,184.979354
-9.77869,100,185.290212
-2.910992,100,185.620855
-5.152684,100,185.943286
-4.98639,100,186.266848
-7.537588,100,186.595186
-9.958056,100,186.914485
-3.673748,100,187.237354
-5.796814,100,187.570088
-3.924269,100,187.914687
-9.268822,100,188.238052
-3.488943,100,188.570527
-6.608717,100,188.915221
-7.595711,100,189.251588
-5.677786,100,189.582481
-6.903825,100,189.934932
-7.653073,100,192.309
-8.666499,100,192.609779
-2.695608,100,192.923894
-3.834247,100,193.235184
-8.350287,100,193.545046
-3.398227,100,193.874808
-7.831678,100,194.205323
-2.979596,100,194.51793
-3.681057,100,194.837439
-9.587196,100,195.166387
-3.247601,100,195.489507
-5.014928,100,195.818339
-11.172866,100,196.157373
-6.640776,100,196.486774
-7.441402,100,196.811044
-5.636015,100,197.148312
-5.901327,100,197.477001
-6.298574,100,197.804547
-9.079248,100,198.148971
-7.614897,100,198.476538
-10.423787,100,198.808323
-10.017388,100,201.106645
-5.693495,100,201.416983
-7.278303,100,201.717683
-8.206157,100,202.024425
-8.125445,100,202.327343
-10.387037,100,202.639603
-2.246239,100,202.964002
-9.115735,100,203.285474
-9.293094,100,203.616018
-9.576436,100,203.937466
-3.625026,100,204.278488
-4.628753,100,204.616075
-4.849536,100,204.940747
-2.404908,100,205.268171
-8.083799,100,205.598212
-5.773256,100,205.929654
-4.713448,100,206.269909
-3.577786,100,206.611579
-4.015682,100,206.943813
-7.439061,100,207.277935
-11.669443,100,209.597358
-8.373864,100,209.91753
-9.447014,100,210.217122
-6.681887,100,210.52538
-7.232597,100,210.834212
-8.870739,100,211.132791
-11.5514,100,211.445519
